winery name|address|city|state|zipcode|Telephone|website url
Hauck Cellars|223 Center Street|Healdsburg|CA|95448|707.473.9065|www.hauckcellars.com 
Hook And Ladder Winery|2134 Olivet Road|Santa Rosa|CA|95401|707.526.2255|www.hookandladderwinery.com 
Hop Kiln Winery / Hkg|6050 Westside Road|Healdsburg|CA|95448|707.433.6491|www.hopkilnwinery.com 
INMAN FAMILY WINES|3900 Piner Road|Santa Rosa|CA|95401|707-293-9576|www.inmanfamilywines.com 
INSPIRATION VINEYARDS & WINERY|3360 Coffey Lane, Suite E,|Santa Rosa|CA|95403|707.237.4980|www.inspirationvineyards.com
IRON HORSE VINEYARD|9786 Ross Station Road,|Sebastopol|CA|95472|707.887.1507|www.ironhorsevineyards.com 
J Vineyards & Winery|11447 Old Redwood Hwy,|Healdsburg|CA|95448|888.JWINECO|www.jwine.com 
JACUZZI FAMILY VINEYARDS |24724 Arnold Drive,|Sonoma|CA|95476|707-931-7575|www.jacuzziwines.com 
JORDAN VINEYARD & WINERY|1474 Alexander Valley Road,|Healdsburg|CA|95448|707.431.5250|www.jordanwinery.com
JOSEPH SWAN WINERY |2916 Laguna Road,|Forestville|CA|95436|707.573.3747|www.swanwinery.com 
Keller Estate|5875 Lakeville Highway,|Petaluma|CA|94954|707.765.2117|www.kellerestate.com 
KELLEY & YOUNG|5465 Red Winery Road,|Geyserville|CA|95441|707.433.0248|www.kelleyyoungwines.com 
KENDALL-JACKSON TASTING ROOM|337 Healdsburg Ave,|Healdsburg|CA|95448|707.433.7102|www.kj.com 
KOKOMO WINERY|4791 Dry Creek Road,|Healdsburg|CA|95448|707.433.0200|www.kokomowines.com 
KOSTA BROWNE WINERY|PO Box 1555,|Sebastopol|CA|95473|707.823.7430|www.kostabrowne.com 
LA CREMA WINERY |235 Healdsburg Avenue,|Healdsburg,|CA|95448|707.431.9400|www.lacrema.com 
LA FOLLETTE WINES |4900 W. Dry Creek Road,|Healdsburg,|CA|95448|707.395.3902|www.lafollettewines.com 
LAMBERT BRIDGE WINERY|4085 West Dry Creek Road,|Healdsburg,|CA|95448|707.431.9600|www.lambertbridge.com 
LANCASTER ESTATE WINERY  |15001 Chalk Hill Road,|Healdsburg|CA|95448|707.433.8178|www.lancaster-estate.com 
LANDMARK VINEYARDS|101 Adobe Canyon Road,|Kenwood|CA|95452|707.833.0053|www.landmarkwine.com 
LAUREL GLEN VINEYARD|Geyserville Ave and Hwy 129,|Geyserville|CA|95441|707.857.4900|www.laurelglen.com 
LYNMAR ESTATE|3909 Frei Road,|Sebastopol|CA|95472|707.829.3374|www.lynmarestate.com 
MAC MURRAY RANCH|9015 Westside Road,|Healdsburg|CA|95448|707.431.5507|www.macmurrayranch.com 
MAC PHAIL FAMILY WINES|851 Magnolia Drive,|Healdsburg|CA|95448|707.433.4780|www.macphailwines.com 
MACROSTIE WINERY & VINEYARDS|21481 8th St. East, Ste. 25,|Sonoma|CA|95476|707.996.4480|www.macrostiewinery.com 
MARK WEST WINERY|9119 Graton Road|Graton|CA|95444|707.938.9229|www.markwestwines.com 
MARTIN RAY WINERY|2191 Laguna Rd.,|Santa Rosa|CA|95401|707.823.2404|www.martinraywinery.com 
MARTINELLI WINERY|3360 River Road,|Windsor|CA|95492|707.525.0570|www.martinelliwinery.com 
MATANZAS CREEK WINERY  |16097 Bennett Valley Road,|Santa Rosa|CA|95404|707.528.6464|www.matanzascreek.com 
MATRIX WINERY|3291 Westside Road,|Healdsburg|CA|95448|707.433.1911|www.matrixwinery.com 
MAURITSON FAMIY WINERY|2859 Dry Creek Road,|healdsburg|CA|95448|707.431.0804|www.mauritsonwines.com
Mazzocco Sonoma Winery|1400 Lytton Springs Road,|healdsburg|CA|95448|707.433.9035|www.mazzocco.com 
Medlock Ames|3487 Alexander Valley Road,|healdsburg|CA|95448|707.431.8845|www.medlockames.com 
Merriam Vineyards|11650 Los Amigos Rd,|Healdsburg|CA|95448|707.433.4032|www.merriamvineyards.com 
Michel-schlumberger Wine Estate|4155 Wine Creek Road,|Healdsburg|CA|95448|707.433.7427|www.michelschlumberger.com 
Mill Creek Vineyards|1401 Westside Road,|Healdsburg|CA|95448|707.431.2121|www.millcreekwinery.com 
Montemaggiore|2355 West Dry Creek Road,|Healdsburg|CA|95448|707.433.9499|www.montemaggiore.com 
Mosaic/de Lorimier Vineyards|2001 Highway 128|Geyserville|CA|95441|800.546.7718|www.delorimierwinery.com
Mueller Winery|6301 Starr Rd.,|Windsor|CA|95492|707.837.7399|www.muellerwine.com 
Murphy-goode|20 Matheson Street,|Healdsburg|CA|95448|800.499.7644|www.murphygoode.com 
Mutt Lynch Winery|602 Limerick Lane,|Healdsburg|CA|95448|707.942.6180|www.muttlynchwinery.com 
NORCAL WINERY & DISTILLERY|4950 Ross Road|Sebastopol|CA|95472|707.823.8538|-
Owl Ridge Wines|428 Hudson Street,|Healdsburg|CA|95448|707 823-0149|www.owlridge.com 
Pahlmeyer|811 St. Helena Highway South, Suite 202|St. Helena|CA|94574|707.255.2321|www.pahlmeyer.com 
Papapietro Perry Winery|4791 Dry Creek Road,|Healdsburg|CA|95448|707.433.0422|www.papapietro-perry.com 
Paradise Ridge Winery|4545 Thomas Lake Harris Drive,|Santa Rosa,|CA|95403|707.528.9463|www.prwinery.com 
Patz & Hall|21684 Eighth Street East, #200,|Sonoma|CA|95476|707.996.3468|www.patzhall.com 
Paul Hobbs Winery|3355 Gravenstein Highway North,|Sebastopol|CA|95472|707.824.9879|www.paulhobbs.com 
Pech Merle Winery|24505 Chianti Road,|Healdsburg,|CA|95425|707.585.9599|www.pechmerlewinery.com 
Pedroncelli Winery|1220 Canyon Road,|Geyserville|CA|95441|707.857.3531|www.pedroncelli.com 
Peter Michael Winery|12400 Ida Clayton Road,|Calistoga,|CA|95415|707.942.3200|www.petermichaelwinery.com 
Peterson Winery|4791 Dry Creek Road, Building 7,|Healdsburg|CA|95448|707.431.7568|www.petersonwinery.com 
Petroni Vineyards|990 Cavedale Road,|Sonoma|CA|95476|707.935.8311 |www.petronivineyards.com 
Pezzi King Vineyards|412 Hudson Street Old Roma Station,|Healdsburg|CA|95448|707-473-4310|www.pezziking.com 
Pride Mountain Vineyards|4026 Spring Mountain Road,|St. Helena|CA|95474|707.963.4949|www.pridewines.com 
Quivira Vineyards & Winery|4900 West Dry Creek Road,|Healdsburg|CA|95448|707.431.8333|www.quivirawine.com 
Ramey Wine Cellars|25 Healdsburg Avenue,|Healdsburg|CA|95448|707.433.0870|www.rameywine.com 
Rancho Zabaco|NOT PROVIDED|Healdsburg|CA|95448|866.972.6246|www.ranchozabaco.com 
Ravenswood Winery|18791 Gehricke Road,|Sonoma|CA|95475|707.933.2332 |www.ravenswood-wine.com 
Robert Young Estate Winery|4960 Red Winery Rd,|Geserville,|CA|95441|707.431.4811|www.ryew.com 
Rodney Strong Vineyards|11455 Old Redwood Highway,|Healdsburg|CA|95448|707.431.1533|www.rodneystrong.com 
Roth|15001 Chalk Hill Road,|Healdsburg|CA|95448|707.433.8178|www.rothwinery.com
Rued Winery|3850 Dry Creek Road,|Healdsburg|CA|95448|707-433-3261|www.ruedvineyards.com
Saini Vineyards|918 Ridgeview Drive,|Healdsburg|CA|95448|707.799.0272|www.sainivineyards.com
Sausal Winery|7370 Highway 128|Healdsburg|CA|95448|707.433.2285|www.sausalwinery.com
Sbragia Family Vineyards|9990 Dry Creek Road,|Geyserville|CA|95441|707.473.2992|www.sbragia.com
Schug Carneros Estate Winery|602 Bonneau Road,|Sonoma,|CA|95476|800.966.9365|www.schugwinery.com
Sebastiani Vineyards & Winery|389 Fourth Street East,|Sonoma|CA|95476|800.888.5532|www.sebastiani.com
Seghesio Family Vineyards|14730 Grove Street,|Healdsburg|CA|95448|707.433.3579|www.seghesio.com
Sequana|708 Gravenstein Highway N., #53|Sebastopol|CA|95472|707-265-3490|www.sequanavineyards.com
Siduri Wines|980 Airway Court, Suite C,|Santa Rosa|CA|95403|707.578.3882|www.siduri.com
Silver Oak Cellars|24625 Chianti Road|Geyserville|CA|95441|707.573.1833|www.silveroak.com
Simi Winery|16275 Healdsburg Ave,|Healdsburg|CA|95448|707.473.3232|www.simiwinery.com
Skipstone|2503 Geysers Road,|Geyserville|CA|95441|707.433.9124|www.skipstonewines.com 
Sonoma-cutrer Vineyards|4401 Slusser Road,|Windsor|CA|95492|707.528.1181|www.sonomacutrer.com 
Souverain|308 B Center Streeet,|Healdsburg|CA|95448|707.433.2822|www.souverain.com 
St. Francis Winery & Vineyards|100 Pythian Road,|Santa Rosa|CA|95409|707.675.WINE|www.stfranciswinery.com 
Stonestreet Alexander Mountain Estate|7111 Highway 128,|Healdsburg|CA|95448|800.355.8008|www.stonestreetwines.com 
Stryker Sonoma Winery|5110 Highway 128,|Geyserville|CA|95441|707.433.1944|www.strykersonoma.com 
Stuhlmuller Winery|4951 West Soda Rock Lane,|Healdsburg|CA|95448|707.431.7745|www.stuhlmullervineyards.com 
Terlato Family Vineyards|NOT PROVIDED|Healdsburg|CA|95448|800.952.4049|www.terlatovineyards.com
Thomas George Estates|8075 Westside Rd.,|Healdsburg|CA|95448|707.431.8031|www.thomasgeorgeestates.com
Thumbprint Cellars|102 Matheson St|Healdsburg|CA|95448|707-433-2393|www.thumbprintcellars.com
Trecini Cellars|2360 A2 Mendocino Ave #395|Santa Rosa|CA|95403|707.528.8686|www.trecini.com
Trentadue Winery|19170 Geyserville Avenue|Geyserville|CA|95441|707.433.3104|www.trentadue.com
Trione Vineyards & Winery|19550 Geyserville Ave|Geyserville|CA|95441|707-814-8100|www.trionewinery.com
Twomey Cellars|3000 Westside Road|Healdsburg|CA|95448|800.505.4850|www.twomeycellars.com
Verite Winery|4611 Thomas Road|Healdsburg|CA|95448|707.433.9000|www.veritewines.com
Viansa Winery & Marketplace|25200 Arnold Drive|Sonoma|CA|95476|800.995.4740|www.viansa.com
Vintners Signatures|4001 HWY 128|Geyserville|CA|95441|707-857-3300|www.vintnerssignatures.com
Wattle Creek Winery|25510 River Road|Cloverdale|CA|95425|707.894.5166|www.wattlecreek.com
Williams Selyem|7227 Westside Road|Healdsburg|CA|95448|707-433-6425|www.williamsselyem.com
Wilson Winery & Vineyards|1960 Dry Creek Road|Healdsburg|CA|95448|707.433.4355|www.wilsonwinery.com
Windsor Sonoma / Vintage Wine Estates|308 B Center Street,|Healdsburg|CA|95448|707-921-2893|www.windsorsonoma.com
